objId,ra,dec,mag,sed_name,redshift
61454916394010,53.0323356,-27.5404772,21.5223736,galaxySED/Burst.25E09.1Z.spec.gz,0.6
61443052572698,53.0468696,-27.5504313,20.1296524,galaxySED/Burst.25E09.1Z.spec.gz,0.444
61441106574362,53.0551763,-27.5290539,19.5672764,galaxySED/Burst.25E09.1Z.spec.gz,0.324
61444019098650,53.0476629,-27.5401347,21.5519489,galaxySED/Burst.25E09.1Z.spec.gz,0.756
61449525764122,53.0936689,-27.5574644,22.9038643,galaxySED/Burst.25E09.1Z.spec.gz,0.852
61445342993434,53.1058834,-27.5359673,22.8276047,galaxySED/Burst.25E09.1Z.spec.gz,0.728
61440902255642,53.0827553,-27.527418,20.0683712,galaxySED/Burst.25E09.1Z.spec.gz,0.378
61457250084890,53.1936803,-27.6545696,20.887524,galaxySED/Burst.25E09.1Z.spec.gz,0.532
61441451601946,53.1808725,-27.649776,21.8945622,galaxySED/Burst.25E09.1Z.spec.gz,0.574
61441597203482,53.1485647,-27.6483495,21.9496407,galaxySED/Burst.25E09.1Z.spec.gz,0.526
61440022573082,53.1311836,-27.6515027,17.8301052,galaxySED/Burst.25E09.1Z.spec.gz,0.184
61457843142682,53.1261973,-27.7120576,21.0063538,galaxySED/Burst.25E09.1Z.spec.gz,0.564
61440331173914,53.0188965,-27.6502001,17.7945542,galaxySED/Burst.25E09.1Z.spec.gz,0.202
61446628013082,53.0495087,-27.6483914,23.7877735,galaxySED/Burst.25E09.1Z.spec.gz,1.264
61441576711194,53.0186494,-27.7220134,21.5519489,galaxySED/Burst.25E09.1Z.spec.gz,0.756
61454999612442,53.0405633,-27.6655494,22.5528435,galaxySED/Burst.25E09.1Z.spec.gz,0.81
61456500406298,53.0565424,-27.6986329,23.4233135,galaxySED/Burst.25E09.1Z.spec.gz,1.228
61440021393434,53.0535953,-27.7028124,18.9664539,galaxySED/Burst.25E09.1Z.spec.gz,0.254
61456759751706,53.0486592,-27.701319,23.1812977,galaxySED/Burst.25E09.1Z.spec.gz,1.32
61444281509914,53.0501438,-27.7007816,24.2207245,galaxySED/Burst.25E09.1Z.spec.gz,1.632
61442449308698,53.0935276,-27.7064911,24.0490212,galaxySED/Burst.25E09.1Z.spec.gz,1.362
61443044082714,53.0899866,-27.7112483,19.5467304,galaxySED/Burst.25E09.1Z.spec.gz,0.37
61440026579994,53.0755812,-27.7197345,17.8301052,galaxySED/Burst.25E09.1Z.spec.gz,0.184
61457833588762,53.0815001,-27.7276911,23.706284,galaxySED/Burst.25E09.1Z.spec.gz,1.146
61457822678042,53.1003317,-27.6779406,19.1260857,galaxySED/Burst.25E09.1Z.spec.gz,0.318
61443910195226,52.8240102,-27.6638034,22.2959122,galaxySED/Burst.25E09.1Z.spec.gz,0.742
61457832329242,52.8754108,-27.647488,23.7460465,galaxySED/Burst.25E09.1Z.spec.gz,1.064
61443901312026,52.8805224,-27.6499845,23.026854,galaxySED/Burst.25E09.1Z.spec.gz,0.952
61441095321626,52.8524676,-27.6517996,19.0604385,galaxySED/Burst.25E09.1Z.spec.gz,0.258
61444413067290,52.8389121,-27.6669829,21.8408054,galaxySED/Burst.25E09.1Z.spec.gz,0.51
61440742234138,52.9754988,-27.6642662,21.5295166,galaxySED/Burst.25E09.1Z.spec.gz,0.53
61457829448730,52.9722221,-27.6570861,22.7895588,galaxySED/Burst.25E09.1Z.spec.gz,1.17
61457818624026,52.9218902,-27.6746226,22.8298191,galaxySED/Burst.25E09.1Z.spec.gz,1.024
61457834123290,52.9447349,-27.6475491,23.5848412,galaxySED/Burst.25E09.1Z.spec.gz,2.194
61442921824282,52.9320773,-27.6571234,21.1791939,galaxySED/Burst.25E09.1Z.spec.gz,0.53
61457756752922,52.928103,-27.6488737,20.4383301,galaxySED/Burst.25E09.1Z.spec.gz,0.404
61441330469914,52.9186306,-27.66509,22.549292,galaxySED/Burst.25E09.1Z.spec.gz,1.04
61442724641818,52.934302,-27.7032369,21.9279293,galaxySED/Burst.25E09.1Z.spec.gz,0.758
61444351359002,52.9261779,-27.6768415,21.5906414,galaxySED/Burst.25E09.1Z.spec.gz,0.56
61447546857498,52.907897,-27.6909867,21.0066246,galaxySED/Burst.25E09.1Z.spec.gz,0.374
61440558714906,52.9069666,-27.7079672,19.2416367,galaxySED/Burst.25E09.1Z.spec.gz,0.23
61442114270234,52.9005287,-27.676505,21.333115,galaxySED/Burst.25E09.1Z.spec.gz,0.558
61450178427930,52.8732614,-27.7060491,22.7504467,galaxySED/Burst.25E09.1Z.spec.gz,0.796
61443671882778,53.0000914,-27.6538307,21.4313969,galaxySED/Burst.25E09.1Z.spec.gz,0.562
61455683439642,52.9822613,-27.6865385,20.853537,galaxySED/Burst.25E09.1Z.spec.gz,0.372
61440125745178,52.9952359,-27.6792022,18.9664539,galaxySED/Burst.25E09.1Z.spec.gz,0.254
61440329875482,53.0011382,-27.6798542,20.1252884,galaxySED/Burst.25E09.1Z.spec.gz,0.35
61453214259226,52.9890022,-27.6732545,24.0813374,galaxySED/Burst.25E09.1Z.spec.gz,1.184
61442158097434,52.9237626,-27.7183829,22.98358,galaxySED/Burst.25E09.1Z.spec.gz,1.126
61457830918170,52.9572434,-27.7128259,22.829081,galaxySED/Burst.25E09.1Z.spec.gz,0.768
